"id","authors_eng","book_authors","group_authors","book_group_authors","researcherid","orcid","editors","Z2","title","X1","Y1","Z1","FT","part_patent","AE","Z3","source_title","S1","book_series_title","book_series_subtitle","volume","issue","special_issue","meeting_abstract_number","start_page","ending_page","article_number","doi","book_doi","supplement","pub_date","pub_year","abstract","X4","Y4","Z4","AK","conference_title","conference_date","conference_sponsor","conference_location","cited_wos_core","Z8","ZR","ZB","ZS","Z9","usage_last_180","usage_2013","issn","eissn","isbn","accession_num","pubmed_id","pub_type","sig_fault","diff_time","orig_article_journal","orig_article_year_volume","orig_article_issue","orig_article_page","orig_article_link","orig_article_animal","orig_article_methods_used","orig_article_main_q","orig_article_type_of_state_manipulation","orig_article_within_between_ss","orig_article_dependent_variable","orig_article_country_authors","orig_article_seriousness_of_mistake"
"7","Salmina, Alla B.; Lopatina, Olga; Kuvacheva, Natalia V.; Higashida, Haruhiro",NA,NA,NA,"Lopatina, Olga/I-9610-2014; Salmina, Alla/L-7977-2013",NA,NA,NA,"Integrative Neurochemistry and Neurobiology of Social Recognition and Behavior Analyzed with Respect to CD38-Dependent Brain Oxytocin Secretion",NA,NA,NA,NA,NA,NA,NA,"CURRENT TOPICS IN MEDICINAL CHEMISTRY",NA,NA,NA,"13","23",NA,NA,"2965","2977",NA,NA,NA,NA,"41609","2013","This review summarizes the literature and our own data regarding the role of NAD(+)- glycohydrolase/CD38-controlled molecular mechanisms of hypothalamic and pituitary oxytocin secretion in social behavior regulation. Current approaches to the modulation of both CD38 expression and brain cell activity that represent prospective treatments for disorders associated with altered social behavior are discussed.",NA,NA,NA,NA,NA,NA,NA,NA,"2","0","0","2","0","2",NA,NA,"1568-0266","1873-4294",NA,"WOS:000327942600007","24171771","J",1,2,"NN","2010 (13)","6","753","","mice","","YES","targeted disruption in the Prlr gene","between","behavioral","Canada","not serious (groot verschil tussen gene sorts"
"100","Doucerain, Matthias; Fellows, Lesley K.",NA,NA,NA,NA,NA,NA,NA,"Eating Right: Linking Food-Related Decision-Making Concepts From Neuroscience, Psychology, and Education",NA,NA,NA,NA,NA,NA,NA,"MIND BRAIN AND EDUCATION",NA,NA,NA,"6","4",NA,NA,"206","219",NA,"10.1111/j.1751-228X.2012.01159.x",NA,NA,"41244","2012","This literature review uses four dimensions to classify and compare how food-related decision-making is conceptualized and experimentally assessed in neuroscience and other disciplines: (1) food-related decision-making other than the decision of what to eat that is part of each eating episode, (2) decision complexes other than the eating episode itself, (3) the evolution of food-related decision-making over time, and (4) the nature of food related decisions. In neuroscience in particular, food-related decision-making research has been dominated by studies exploring the influence of a wide range of factors on the final outcome, the type and amount of foods eaten. In comparison, the steps that are leading up to this outcome have only rarely been discussed. Neuroscientists should broaden their historically narrow conceptualization of food-related decision-making. Then neuroscience research could help group the numerous hypothesized influences for each of the decision complexes into meaningful clusters that rely on the same or similar brain mechanisms and that thus function in similar ways. This strategy could help researchers improve existing broad models of human food-related decision-making from other disciplines. The integration of neuroscientific and behavioral science approaches can lead to a bettermodel of food-related decision-making grounded in the brain and relevant to the design of more effective school and nonschool lifestyle interventions to prevent and treat obesity in children, adolescents, and adults.",NA,NA,NA,NA,NA,NA,NA,NA,"2","0","0","0","0","2",NA,NA,"1751-2271",NA,NA,"WOS:000314456800005",NA,"J",1,1,"Science","2009","01-May","647","5927","human","BOLD","YES","self-control vs. non self-control","between","BOLD beta's","US","data suggest: not serious"
"44","Snyder, Melissa A.; Gao, Wen-Jun",NA,NA,NA,NA,NA,NA,NA,"NMDA hypofunction as a convergence point for progression and symptoms of schizophrenia",NA,NA,NA,NA,NA,NA,NA,"FRONTIERS IN CELLULAR NEUROSCIENCE",NA,NA,NA,"7",NA,NA,NA,NA,NA,"31","10.3389/fncel.2013.00031",NA,NA,"MAR 27 2013","2013","Schizophrenia is a disabling mental illness that is now recognized as a neurodevelopmental disorder. It is likely that genetic risk factors interact with environmental perturbations to affect normal brain development and that this altered trajectory results in a combination of positive, negative, and cognitive symptoms. Although the exact pathophysiology of schizophrenia is unknown, the N-methyl-D-aspartate receptor (NMDAR), a major glutamate receptor subtype, has received great attention. Proper expression and regulation of NMDARs in the brain is critical for learning and memory processes as well as cortical plasticity and maturation. Evidence from both animal models and human studies implicates a dysfunction of NMDARs both in disease progression and symptoms of schizophrenia. Furthermore, mutations in many of the known genetic risk factors for schizophrenia suggest that NMDAR hypofunction is a convergence point for schizophrenia. In this review, we discuss how disrupted NMDAR function leads to altered neurodevelopment that may contribute to the progression and development of symptoms for schizophrenia, particularly cognitive deficits. We review the shared signaling pathways among the schizophrenia susceptibility genes DISC1, neuregulin1, and dysbindin, focusing on the AKT/GSK3 beta pathway, and how their mutations and interactions can lead to NMDAR dysfunction during development. Additionally, we explore what open questions remain and suggest where schizophrenia research needs to move in order to provide mechanistic insight into the cause of NMDAR dysfunction, as well as generate possible new avenues for therapeutic intervention.",NA,NA,NA,NA,NA,NA,NA,NA,"45","0","0","40","0","45",NA,NA,"1662-5102",NA,NA,"WOS:000316938000001","23543703","J",1,2,"Neuron","2010","","480","http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6WSS-4YG202D-7-2&_cdi=7054&_user=530453&_pii=S0896627310000450&_origin=browse&_zone=rslt_list_item&_coverDate=02%2F25%2F2010&_sk=999349995&wchp=dGLbVlz-zSkzV&md5=427b85ddc8776d1a12896fc515aac0bb&ie=/sdarticle.pdf","mice","","YES","time of measurement","within","behavior","JAP","potentially serious: relevant info is missing"
"2","Jetti, Suresh Kumar; Vendrell-Llopis, Nuria; Yaksi, Emre",NA,NA,NA,NA,"Vendrell-Llopis, Nuria/0000-0002-8618-4247",NA,NA,"Spontaneous Activity Governs Olfactory Representations in Spatially Organized Habenular Microcircuits",NA,NA,NA,NA,NA,NA,NA,"CURRENT BIOLOGY",NA,NA,NA,"24","4",NA,NA,"434","439",NA,"10.1016/j.cub.2014.01.015",NA,NA,"FEB 17 2014","2014","The medial habenula relays information from the sensory areas via the interpeduncular nucleus [1, 2] to the periaqueductal gray that regulates animal behavior under stress conditions [3]. Ablation of the dorsal habenula (dHb) in zebrafish, which is equivalent to the mammalian medial habenula, was shown to perturb experience-dependent fear [4, 5]. Therefore, understanding dHb function is important for understanding the neural basis of fear. In zebrafish, the dHb receives inputs from the mitral cells (MCs) of the olfactory bulb (OB) [6], and odors can trigger distinct behaviors (e. g., feeding, courtship, alarm) [7]. However, it is unclear how the dHb processes olfactory information and how these computations relate to behavior. In this study, we demonstrate that the odor responses in the dHb are asymmetric and spatially organized despite the unorganized OB inputs. Moreover, we show that the spontaneous dHb activity is not random but structured into functionally and spatially organized clusters of neurons, which reflects the favored states of the dHb network. These dHb clusters are also preserved during odor stimulation and govern olfactory responses. Finally, we show that functional dHb clusters overlap with genetically defined dHb neurons [4], which regulate experience-dependent fear. Thus, we propose that the dHb is composed of functionally, spatially, and genetically distinct microcircuits that regulate different behavioral programs.",NA,NA,NA,NA,NA,NA,NA,NA,"13","1","0","11","0","14",NA,NA,"0960-9822","1879-0445",NA,"WOS:000331718900027","24508164","J",1,3,"NN","2010 (13)","11","1354","http://www.nature.com/neuro/journal/v13/n11/pdf/nn.2654.pdf","zebrafish","genetic inactivation, behavior","YES","genetic inactivation","between","behavioral","Japan","potentially serious, ook vb van voormeting, nameting apart"
"86","Takada, Naoki; Pi, Hyun Jae; Sousa, Vitor H.; Waters, Jack; Fishell, Gord; Kepecs, Adam; Osten, Pavel",NA,NA,NA,"Sousa, Vitor/E-3679-2016","Sousa, Vitor/0000-0001-8768-2742",NA,NA,"A developmental cell-type switch in cortical interneurons leads to a selective defect in cortical oscillations",NA,NA,NA,NA,NA,NA,NA,"NATURE COMMUNICATIONS",NA,NA,NA,"5",NA,NA,NA,NA,NA,"5333","10.1038/ncomms6333",NA,NA,"41913","2014","The cellular diversity of interneurons in the neocortex is thought to reflect subtype-specific roles of cortical inhibition. Here we ask whether perturbations to two subtype-sparvalbumin- positive (PV+) and somatostatin-positive (SST+) interneurons-can be compensated for with respect to their contributions to cortical development. We use a genetic cell fate switch to delete both PV+ and SST+ interneurons selectively in cortical layers 2-4 without numerically changing the total interneuron population. This manipulation is compensated for at the level of synaptic currents and receptive fields (RFs) in the somatosensory cortex. By contrast, we identify a deficit in inhibitory synchronization in vitro and a large reduction in cortical gamma oscillations in vivo. This reveals that, while the roles of inhibition in establishing cortical inhibitory/excitatory balance and RFs can be subserved by multiple interneuron subtypes, gamma oscillations depend on cellular properties that cannot be compensated for-likely, the fast signalling properties of PV+ interneurons.",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1",NA,NA,"2041-1723",NA,NA,"WOS:000344062400001","25354876","J",1,3,"Nature","2009","12-Nov","220","8485","mice","PTX affects on spike bias","YES","PTX","between","spike bias","Japan","potentially serious"
"96","Parkinson, Carolyn; Wheatley, Thalia",NA,NA,NA,NA,NA,NA,NA,"The repurposed social brain",NA,NA,NA,NA,NA,NA,NA,"TRENDS IN COGNITIVE SCIENCES",NA,NA,NA,"19","3",NA,NA,"133","141",NA,"10.1016/j.tics.2015.01.003",NA,NA,"42064","2015","Human social intelligence depends on a diverse array of perceptual, cognitive, and motivational capacities. Some of these capacities depend on neural systems that may have evolved through modification of ancestral systems with non-social or more limited social functions (evolutionary repurposing). Social intelligence, in turn, enables new forms of repurposing within the lifetime of an individual (cultural and instrumental repurposing), which entail innovating over and exploiting pre-existing circuitry to meet problems our brains did not evolve to solve. Considering these repurposing processes can provide insight into the computations that brain regions contribute to social information processing, generate testable predictions that usefully constrain social neuroscience theory, and reveal biologically imposed constraints on cultural inventions and our ability to respond beneficially to contemporary challenges.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"1364-6613",NA,NA,"WOS:000350939400006","25732617","J",1,4,"Science","2009","19-Jun","1584","5934","human","eye movements mental arithmatic","YES","leftward vs rightward saccades","within","behavioral","France","potentially serious"
"91","Wittmann, Bianca C.; Tan, Geoffrey C.; Lisman, John E.; Dolan, Raymond J.; Duezel, Emrah",NA,NA,NA,NA,"Wittmann, Bianca/0000-0002-2583-3311; Dolan, Ray/0000-0001-9356-761X",NA,NA,"Reprint of: DAT genotype modulates striatal processing and long-term memory for items associated with reward and punishment",NA,NA,NA,NA,NA,NA,NA,"NEUROPSYCHOLOGIA",NA,NA,NA,"51","12","SI",NA,"2469","2477",NA,"10.1016/j.neuropsychologia.2013.09.031",NA,NA,"41548","2013","Previous studies have shown that appetitive motivation enhances episodic memory formation via a network including the substantia nigra/ventral tegmental area (SN/VTA), striatum and hippocampus. This functional magnetic resonance imaging (FMRI) study now contrasted the impact of aversive and appetitive motivation on episodic long-term memory. Cue pictures predicted monetary reward or punishment in alternating experimental blocks. One day later, episodic memory for the cue pictures was tested. We also investigated how the neural processing of appetitive and aversive motivation and episodic memory were modulated by dopaminergic mechanisms. To that end, participants were selected on the basis of their genotype for a variable number of tandem repeat polymorphism of the dopamine transporter (DAT) gene. The resulting groups were carefully matched for the 5-HTTLPR polymorphism of the serotonin transporter gene. Recognition memory for cues from both motivational categories was enhanced in participants homozygous for the 10-repeat allele of the DAT, the functional effects of which are not known yet, but not in heterozygous subjects. In comparison with heterozygous participants, 10-repeat homozygous participants also showed increased striatal activity for anticipation of motivational outcomes compared to neutral outcomes. In a subsequent memory analysis, encoding activity in striatum and hippocampus was found to be higher for later recognized items in 10-repeat homozygotes compared to 9/10-repeat heterozygotes. These findings suggest that processing of appetitive and aversive motivation in the human striatum involve the dopaminergic system and that dopamine plays a role in memory for both types of motivational information. In accordance with animal studies, these data support the idea that encoding of motivational events depends on dopaminergic processes in the hippocampus. (C) 2013 The Authors. Published by Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1",NA,NA,"0028-3932","1873-3514",NA,"WOS:000328526800015","24139823","J",1,2,"Science","2009","21-Aug","1018","5943","rats","LTM, shocks, dopamine","YES","Vehicle vs. neurotransmitter","between","behavioral","Brazil","data suggest: not serious"
"100","Lin, Wen-Jing; Horner, Aidan J.; Bisby, James A.; Burgess, Neil",NA,NA,NA,"Burgess, Neil/B-2420-2009;","Burgess, Neil/0000-0003-0646-6584; Lin, Wen-Jing/0000-0002-2117-9172",NA,NA,"Medial Prefrontal Cortex: Adding Value to Imagined Scenarios",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF COGNITIVE NEUROSCIENCE",NA,NA,NA,"27","10",NA,NA,"1957","1967",NA,"10.1162/jocn_a_00836",NA,NA,"42278","2015","The medial prefrontal cortex (mPFC) is consistently implicated in the network supporting autobiographical memory. Whereas more posterior regions in this network have been related to specific processes, such as the generation of visuospatial imagery or the association of items and contexts, the functional contribution of the mPFC remains unclear. However, the involvement of mPFC in estimation of value during decision-making suggests that it might play a similar role in memory. We investigated whether mPFC activity reflects the subjective value of elements in imagined scenarios. Participants in an MRI scanner imagined scenarios comprising a spatial context, a physiological state of need (e.g., thirst), and two items that could be congruent (e.g., drink) or incongruent (e.g., food) with the state of need. Memory for the scenarios was tested outside the scanner. Our manipulation of subjective value by imagined need was verified by increased subjective ratings of value for congruent items and improved subsequent memory for them. Consistent with our hypothesis, fMRI signal in mPFC reflected the modulation of an item's subjective value by the imagined physiological state, suggesting the mPFC selectively tracked subjective value within our imagination paradigm. Further analyses showed uncorrected effects in non-mPFC regions, including increased activity in the insula when imagining states of need, the caudate nucleus when imagining congruent items, and the anterior hippocampus/amygdala when imagining subsequently remembered items. We therefore provide evidence that the mPFC plays a role in constructing the subjective value of the components of imagined scenarios and thus potentially in reconstructing the value of components of autobiographical recollection.",NA,NA,NA,NA,NA,NA,NA,NA,"2","0","0","1","0","2",NA,NA,"0898-929X","1530-8898",NA,"WOS:000360665400006","26042501","J",1,4,"Science","2009","01-May","647","5927","human","BOLD","YES","self-control vs. non self-control","between","BOLD beta's","US","data suggest: not serious"
"51","Nelson, Charmaine; Glitsch, Maike D.",NA,NA,NA,NA,NA,NA,NA,"Lack of Kinase Regulation of Canonical Transient Receptor Potential 3 (TRPC3) Channel-dependent Currents in Cerebellar Purkinje Cells",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF BIOLOGICAL CHEMISTRY",NA,NA,NA,"287","9",NA,NA,"6326","6335",NA,"10.1074/jbc.M111.246553",NA,NA,"FEB 24 2012","2012","Canonical transient receptor potential (TRPC) channels are widely expressed in the brain and play several roles in development and normal neuronal function. In the cerebellum, Purkinje cell TRPC3 channels underlie the slow excitatory postsynaptic potential observed after parallel fiber stimulation. In these cells TRPC3 channel opening requires stimulation of metabotropic glutamate receptor 1, activation of which can also lead to the induction of long term depression (LTD), which underlies cerebellar motor learning. LTD induction requires protein kinase C (PKC) and protein kinase G (PKG) activation, and although PKC phosphorylation targets are well established, virtually nothing is known about PKG targets in LTD. Because TRPC3 channels are inhibited after phosphorylation by PKC and PKG in expression systems, we examined whether native TRPC3 channels in Purkinje cells are a target for PKG or PKC, thereby contributing to cerebellar LTD. We find that in Purkinje cells, activation of TRPC3-dependent currents is not inhibited by conventional PKC or PKG to any significant extent and that inhibition of these kinases does not significantly impact on TRPC3-mediated currents either. Based on these and previous findings, we propose that TRPC3-dependent currents may differ significantly in their regulation from those overexpressed in expression systems.",NA,NA,NA,NA,NA,NA,NA,NA,"9","1","0","9","0","10",NA,NA,"0021-9258",NA,NA,"WOS:000300791800025","22207762","J",1,1,"Neuron","2010","67","618","http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6WSS-50VVCP5-C-2&_cdi=7054&_user=530453&_pii=S0896627310005477&_origin=browse&_zone=rslt_list_item&_coverDate=08%2F26%2F2010&_sk=999329995&wchp=dGLbVzW-zSkzV&md5=87160be578e00ec448f467b15df2c282&ie=/sdarticle.pdf","mice","","YES","control vs knockout mice","between","behavior","NL","potentially serious: relevant info is missing"
"23","Bari, A.; Robbins, T. W.",NA,NA,NA,NA,NA,NA,NA,"Noradrenergic versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task",NA,NA,NA,NA,NA,NA,NA,"PSYCHOPHARMACOLOGY",NA,NA,NA,"230","1",NA,NA,"89","111",NA,"10.1007/s00213-013-3141-6",NA,NA,"41579","2013","Deficient response inhibition is a prominent feature of many pathological conditions characterised by impulsive and compulsive behaviour. Clinically effective doses of catecholamine reuptake inhibitors are able to improve such inhibitory deficits as measured by the stop-signal task (SST) in humans and other animals. However, the precise therapeutic mode of action of these compounds in terms of their relative effects on dopamine (DA) and noradrenaline (NA) systems in prefrontal cortical and striatal regions mediating attention and cognitive control remains unclear.We sought to fractionate the effects of global catecholaminergic manipulations on SST performance by using receptor-specific compounds for NA or DA. The results are described in terms of the effects of modulating specific receptor subtypes on various behavioural measures such as response inhibition, perseveration, sustained attention, error monitoring and motivation.Blockade of alpha 2-adrenoceptors improved sustained attention and response inhibition, whereas alpha 1 and beta 1/2 adrenergic receptor antagonists disrupted go performance and sustained attention, respectively. No relevant effects were obtained after targeting DA D1, D2 or D4 receptors, while both a D3 receptor agonist and antagonist improved post-error slowing and compulsive nose-poke behaviour, though generally impairing other task measures.Our results suggest that the use of specific pharmacological agents targeting alpha 2 and beta noradrenergic receptors may improve existing treatments for attentional deficits and impulsivity, whereas DA D3 receptors may modulate error monitoring and perseverative behaviour.",NA,NA,NA,NA,NA,NA,NA,NA,"19","0","0","17","0","19",NA,NA,"0033-3158","1432-2072",NA,"WOS:000325700700011","23681165","J",1,2,"NN","2009 (12)","","939","","human","motivation, fMRI","YES","LPC vs MPC connectivity","within","BOLD","France","potentially serious, want geen plots met gemiddelden en error bars om de situatie te bekijken"
"100","Blair, Robert J. R.",NA,NA,NA,NA,NA,NA,NA,"The Neurobiology of Impulsive Aggression",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY",NA,NA,NA,"26","1","SI",NA,"4","9",NA,"10.1089/cap.2015.0088",NA,NA,"FEB 1 2016","2016","This selective review provides a model of the neurobiology of impulsive aggression from a cognitive neuroscience perspective. It is argued that prototypical cases of impulsive aggression, those associated with anger, involve the recruitment of the acute threat response system structures; that is, the amygdala, hypothalamus, and periaqueductal gray. It is argued that whether the recruitment of these structures results in impulsive aggression or not reflects the functional roles of ventromedial frontal cortex and dorsomedial frontal and anterior insula cortex in response selection. It is also argued that impulsive aggression may occur because of impaired decision making. The aggression may not be accompanied by anger, but it will reflect disrupted evaluation of the rewards/benefits of the action.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"1044-5463","1557-8992",NA,"WOS:000370294600003","26465707","J",1,5,"Science","2009","01-May","647","5927","human","BOLD","YES","self-control vs. non self-control","between","BOLD beta's","US","data suggest: not serious"
"13","Iozzo, Patricia; Holmes, Megan; Schmidt, Mathias V.; Cirulli, Francesca; Guzzardi, Maria Angela; Berry, Alessandra; Balsevich, Georgia; Andreassi, Maria Grazia; Wesselink, Jan-Jaap; Liistro, Tiziana; Gomez-Puertas, Paulino; Eriksson, Johan G.; Seckl, Jonathan",NA,NA,NA,"Iozzo, Patricia/O-2893-2015;","Iozzo, Patricia/0000-0001-6443-7074; Schmidt, Mathias/0000-0002-3788-2268",NA,NA,"Developmental ORIgins of Healthy and Unhealthy AgeiNg: The Role of Maternal Obesity - Introduction to DORIAN",NA,NA,NA,NA,NA,NA,NA,"OBESITY FACTS",NA,NA,NA,"7","2",NA,NA,"130","151",NA,"10.1159/000362656",NA,NA,"41730","2014","Europe has the highest proportion of elderly people in the world. Cardiovascular disease, type 2 diabetes, sarcopenia and cognitive decline frequently coexist in the same aged individual, sharing common early risk factors and being mutually reinforcing. Among conditions which may contribute to establish early risk factors, this review focuses on maternal obesity, since the epidemic of obesity involves an ever growing number of women of reproductive age and children, calling for appropriate studies to understand the consequences of maternal obesity on the offspring's health and for developing effective measures and policies to improve people's health before their conception and birth. Though the current knowledge suggests that the long-term impact of maternal obesity on the offspring's health may be substantial, the outcomes of maternal obesity over the lifespan have not been quantified, and the molecular changes induced by maternal obesity remain poorly characterized. We hypothesize that maternal insulin resistance and reduced placental glucocorticoid catabolism, leading to oxidative stress, may damage the DNA, either in its structure (telomere shortening) or in its function (via epigenetic changes), resulting in altered gene expression/repair, disease during life, and pathological ageing. This review illustrates the background to the EU-FP7-HEALTH-DORIAN project. (C) 2014 S. Karger GmbH, Freiburg",NA,NA,NA,NA,NA,NA,NA,NA,"4","1","0","4","0","5",NA,NA,"1662-4025","1662-4033",NA,"WOS:000335957500007","24801105","J",1,3,"NN","2009 (12)","12","1559","","mice","early life stress, AVP expression","YES","learning/training in ELS mice","between","behavioral","GER","data suggest: not serious"
"1","Sears, Robert M.; Fink, Ann E.; Wigestrand, Mattis B.; Farb, Claudia R.; de Lecea, Luis; LeDoux, Joseph E.",NA,NA,NA,NA,NA,NA,NA,"Orexin/hypocretin system modulates amygdala-dependent threat learning through the locus coeruleus",NA,NA,NA,NA,NA,NA,NA,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",NA,NA,NA,"110","50",NA,NA,"20260","20265",NA,"10.1073/pnas.1320325110",NA,NA,"DEC 10 2013","2013","Survival in a dangerous environment requires learning about stimuli that predict harm. Although recent work has focused on the amygdala as the locus of aversive memory formation, the hypothalamus has long been implicated in emotional regulation, and the hypothalamic neuropeptide orexin (hypocretin) is involved in anxiety states and arousal. Nevertheless, little is known about the role of orexin in aversive memory formation. Using a combination of behavioral pharmacology, slice physiology, and optogenetic techniques, we show that orexin acts upstream of the amygdala via the noradrenergic locus coeruleus to enable threat (fear) learning, specifically during the aversive event. Our results are consistent with clinical studies linking orexin levels to aversive learning and anxiety in humans and dysregulation of the orexin system may contribute to the etiology of fear and anxiety disorders.",NA,NA,NA,NA,NA,NA,NA,NA,"28","1","0","23","0","28",NA,NA,"0027-8424",NA,NA,"WOS:000328061700069","24277819","J",1,2,"NN","2010 (13)","12","1526","http://www.nature.com/neuro/journal/v13/n12/pdf/nn.2682.pdf","mice","optogenetic, EEG, behavioral","YES","optogenetic","between","behavioral","US","potentially serious"
"102","Chen, Naiyan; Sugihara, Hiroki; Sur, Mriganka",NA,NA,NA,NA,NA,NA,NA,"An acetylcholine-activated microcircuit drives temporal dynamics of cortical activity",NA,NA,NA,NA,NA,NA,NA,"NATURE NEUROSCIENCE",NA,NA,NA,"18","6",NA,NA,"892","U340",NA,"10.1038/nn.4002",NA,NA,"42156","2015","Cholinergic modulation of cortex powerfully influences information processing and brain states, causing robust desynchronization of local field potentials and strong decorrelation of responses between neurons. We found that intracortical cholinergic inputs to mouse visual cortex specifically and differentially drive a defined cortical microcircuit: they facilitate somatostatin-expressing (SOM) inhibitory neurons that in turn inhibit parvalbumin-expressing inhibitory neurons and pyramidal neurons. Selective optogenetic inhibition of SOM responses blocked desynchronization and decorrelation, demonstrating that direct cholinergic activation of SOM neurons is necessary for this phenomenon. Optogenetic inhibition of vasoactive intestinal peptide-expressing neurons did not block desynchronization, despite these neurons being activated at high levels of cholinergic drive. Direct optogenetic SOM activation, independent of cholinergic modulation, was sufficient to induce desynchronization. Together, these findings demonstrate a mechanistic basis for temporal structure in cortical populations and the crucial role of neuromodulatory drive in specific inhibitory-excitatory circuits in actively shaping the dynamics of neuronal activity.",NA,NA,NA,NA,NA,NA,NA,NA,"4","0","0","4","0","4",NA,NA,"1097-6256","1546-1726",NA,"WOS:000355218300017","25915477","J",1,4,"Science","2009","01-May","645","5927","rat","neural firing","YES","burst-induced LFP L/H ratio change versus burst frequency","between","neural","US","data suggest: potentially serious"
"97","Hnasko, Thomas S.; Hjelmstad, Gregory O.; Fields, Howard L.; Edwards, Robert H.",NA,NA,NA,NA,NA,NA,NA,"Ventral Tegmental Area Glutamate Neurons: Electrophysiological Properties and Projections",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF NEUROSCIENCE",NA,NA,NA,"32","43",NA,NA,"15076","15085",NA,"10.1523/JNEUROSCI.3128-12.2012",NA,NA,"OCT 24 2012","2012","The ventral tegmental area (VTA) has a central role in the neural processes that underlie motivation and behavioral reinforcement. Although thought to contain only dopamine and GABA neurons, the VTA also includes a recently discovered population of glutamate neurons identified through the expression of the vesicular glutamate transporter VGLUT2. Asubset of VGLUT2(+) VTA neurons corelease dopamine with glutamate at terminals in the NAc, but others do not express dopaminergic markers and remain poorly characterized. Using transgenic mice that express fluorescent proteins in distinct cell populations, we now find that both dopamine and glutamate neurons in the medial VTA exhibit a smaller hyperpolarization-activated current (I-h) than more lateral dopamine neurons and less consistent inhibition by dopamine D-2 receptor agonists. In addition, VGLUT2(+) VTA neurons project to the nucleus accumbens (NAc), lateral habenula, ventral pallidum (VP), and amygdala. Optical stimulation of VGLUT2(+) projections expressing channelrhodopsin-2 further reveals functional excitatory synapses in the VP as well as the NAc. Thus, glutamate neurons form a physiologically and anatomically distinct subpopulation of VTA projection neurons.",NA,NA,NA,NA,NA,NA,NA,NA,"67","2","0","64","0","69",NA,NA,"0270-6474",NA,NA,"WOS:000310523900022","23100428","J",1,1,"Science","2009","22-May","1083","5930","mice","optogenetic tools, DA neurons","YES","phasic vs. tonic","between","behavioral","US ","potentially serious"
"126","Sladky, Ronald; Hoeflich, Anna; Atanelov, Jacqueline; Kraus, Christoph; Baldinger, Pia; Moser, Ewald; Lanzenberger, Rupert; Windischberger, Christian",NA,NA,NA,"Moser, Ewald/B-3666-2013","Moser, Ewald/0000-0001-8278-9583",NA,NA,"Increased Neural Habituation in the Amygdala and Orbitofrontal Cortex in Social Anxiety Disorder Revealed by fMRI",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,NA,NA,"7","11",NA,NA,NA,NA,"e50050","10.1371/journal.pone.0050050",NA,NA,"NOV 29 2012","2012","A characterizing symptom of social anxiety disorder (SAD) is increased emotional reactivity towards potential social threat in combination with impaired emotion and stress regulation. While several neuroimaging studies have linked SAD with hyperreactivity in limbic brain regions when exposed to emotional faces, little is known about habituation in both the amygdala and neocortical regulation areas. 15 untreated SAD patients and 15 age- and gender-matched healthy controls underwent functional magnetic resonance imaging during repeated blocks of facial emotion (EDT) and object discrimination tasks (ODT). Emotion processing networks were defined by a task-related contrast (EDT > ODT). Linear regression was employed for assessing habituation effects in these regions. In both groups, the employed paradigm robustly activated the emotion processing and regulation network, including the amygdalae and orbitofrontal cortex (OFC). Statistically significant habituation effects were found in the amygdalae, OFC, and pulvinar thalamus of SAD patients. No such habituation was found in healthy controls. Concurrent habituation in the medial OFC and the amygdalae of SAD patients as shown in this study suggests intact functional integrity and successful short-term down-regulation of neural activation in brain areas responsible for emotion processing. Initial hyperactivation may be explained by an insufficient habituation to new stimuli during the first seconds of exposure. In addition, our results highlight the relevance of the orbitofrontal cortex in social anxiety disorders. Citation: Sladky R, Hoflich A, Atanelov J, Kraus C, Baldinger P, et al. (2012) Increased Neural Habituation in the Amygdala and Orbitofrontal Cortex in Social Anxiety Disorder Revealed by fMRI. PLoS ONE 7(11): e50050. doi:10.1371/journal.pone.0050050",NA,NA,NA,NA,NA,NA,NA,NA,"15","0","0","10","0","15",NA,NA,"1932-6203",NA,NA,"WOS:000312104900022","23209643","J",1,1,"JoN","2009","16-Sep","11615","37","humans","amygdala, fear","YES","fearful vs neutral faces","within","DTI","US","unclear"
